id,symbol,type,entry_time,entry_price,sl,tp,volume,exit_price,exit_time,pnl_pips,comment
152,EURUSD,SELL,2024-02-28 08:00:00,1.08223,1.0,1.0,0.01,1.0,2024-02-28 09:00:00,8223.000000000002,SL/TP hit
153,EURUSD,BUY,2024-02-29 14:00:00,1.08291,1.0,1.0,0.01,1.0,2024-02-29 15:00:00,-8291.000000000004,SL/TP hit
154,EURUSD,SELL,2024-02-29 20:00:00,1.08091,1.0,1.0,0.01,1.0,2024-02-29 21:00:00,8091.000000000003,SL/TP hit
155,EURUSD,BUY,2024-03-04 04:00:00,1.08452,1.0,1.0,0.01,1.0,2024-03-04 05:00:00,-8451.999999999993,SL/TP hit
156,EURUSD,SELL,2024-03-11 16:00:00,1.09244,1.0,1.0,0.01,1.0,2024-03-11 17:00:00,9244.000000000007,SL/TP hit
157,EURUSD,BUY,2024-03-13 16:00:00,1.0942,1.0,1.0,0.01,1.0,2024-03-13 17:00:00,-9420.000000000005,SL/TP hit
158,EURUSD,SELL,2024-03-14 20:00:00,1.0885,1.0,1.0,0.01,1.0,2024-03-14 21:00:00,8850.000000000002,SL/TP hit
159,EURUSD,BUY,2024-03-18 16:00:00,1.08856,1.0,1.0,0.01,1.0,2024-03-18 17:00:00,-8855.999999999996,SL/TP hit
160,EURUSD,SELL,2024-03-19 02:00:00,1.08694,1.0,1.0,0.01,1.0,2024-03-19 03:00:00,8694.000000000002,SL/TP hit
161,EURUSD,BUY,2024-03-20 23:00:00,1.09205,1.0,1.0,0.01,1.0,2024-03-21 00:00:00,-9204.999999999996,SL/TP hit
162,EURUSD,SELL,2024-03-22 04:00:00,1.0839,1.0,1.0,0.01,1.0,2024-03-22 05:00:00,8390.000000000007,SL/TP hit
163,EURUSD,BUY,2024-03-26 01:00:00,1.08365,1.0,1.0,0.01,1.0,2024-03-26 02:00:00,-8365.0,SL/TP hit
164,EURUSD,SELL,2024-03-27 09:00:00,1.08263,1.0,1.0,0.01,1.0,2024-03-27 10:00:00,8262.999999999998,SL/TP hit
165,EURUSD,BUY,2024-04-01 10:00:00,1.0786,1.0,1.0,0.01,1.0,2024-04-01 11:00:00,-7860.0,SL/TP hit
166,EURUSD,SELL,2024-04-01 16:00:00,1.07729,1.0,1.0,0.01,1.0,2024-04-01 17:00:00,7729.000000000007,SL/TP hit
167,EURUSD,BUY,2024-04-03 06:00:00,1.07773,1.0,1.0,0.01,1.0,2024-04-03 07:00:00,-7773.000000000007,SL/TP hit
168,EURUSD,SELL,2024-04-05 16:00:00,1.08011,1.0,1.0,0.01,1.0,2024-04-05 17:00:00,8010.99999999999,SL/TP hit
169,EURUSD,BUY,2024-04-08 20:00:00,1.08578,1.0,1.0,0.01,1.0,2024-04-08 21:00:00,-8577.999999999996,SL/TP hit
170,EURUSD,SELL,2024-04-10 15:00:00,1.07807,1.0,1.0,0.01,1.0,2024-04-10 16:00:00,7807.000000000008,SL/TP hit
171,EURUSD,BUY,2024-04-17 16:00:00,1.0644,1.0,1.0,0.01,1.0,2024-04-17 17:00:00,-6440.000000000001,SL/TP hit
172,EURUSD,SELL,2024-04-19 07:00:00,1.06347,1.0,1.0,0.01,1.0,2024-04-19 08:00:00,6346.999999999991,SL/TP hit
173,EURUSD,BUY,2024-04-22 06:00:00,1.06616,1.0,1.0,0.01,1.0,2024-04-22 07:00:00,-6615.999999999999,SL/TP hit
174,EURUSD,SELL,2024-04-23 06:00:00,1.0656,1.0,1.0,0.01,1.0,2024-04-23 07:00:00,6560.00000000001,SL/TP hit
175,EURUSD,BUY,2024-04-23 15:00:00,1.06721,1.0,1.0,0.01,1.0,2024-04-23 16:00:00,-6720.999999999999,SL/TP hit
176,EURUSD,SELL,2024-04-29 00:00:00,1.06939,1.0,1.0,0.01,1.0,2024-04-29 01:00:00,6939.0000000000055,SL/TP hit
177,EURUSD,BUY,2024-04-30 00:00:00,1.07201,1.0,1.0,0.01,1.0,2024-04-30 01:00:00,-7200.99999999999,SL/TP hit
178,EURUSD,SELL,2024-04-30 20:00:00,1.06802,1.0,1.0,0.01,1.0,2024-04-30 21:00:00,6801.999999999996,SL/TP hit
179,EURUSD,BUY,2024-05-02 06:00:00,1.07146,1.0,1.0,0.01,1.0,2024-05-02 07:00:00,-7146.000000000007,SL/TP hit
180,EURUSD,SELL,2024-05-07 16:00:00,1.07806,1.0,1.0,0.01,1.0,2024-05-07 17:00:00,7806.000000000001,SL/TP hit
181,EURUSD,BUY,2024-05-09 21:00:00,1.07816,1.0,1.0,0.01,1.0,2024-05-09 22:00:00,-7816.0,SL/TP hit
