id,symbol,type,entry_time,entry_price,sl,tp,exit_price,exit_time,pnl_pips,comment
1,GBPUSD,SELL,2025-01-02 07:40:00,1.2530999999999999,1.2533,1.25274,1.2533,2025-01-02 08:30:00,-20.000000000020002,SL/TP
2,GBPUSD,BUY,2025-01-02 22:15:00,1.2378,1.2376,1.23816,1.23816,2025-01-02 22:25:00,35.999999999991594,SL/TP
3,GBPUSD,SELL,2025-01-03 01:05:00,1.2379,1.2381,1.23754,1.23797,2025-01-03 01:15:00,-7.000000000001449,Opposite Signal
4,GBPUSD,SELL,2025-01-03 02:05:00,1.23797,1.23817,1.23761,1.23817,2025-01-03 02:20:00,-19.999999999997797,SL/TP
5,GBPUSD,BUY,2025-01-03 02:20:00,1.2382,1.238,1.23856,1.23856,2025-01-03 02:45:00,36.0000000000138,SL/TP
6,GBPUSD,SELL,2025-01-03 10:20:00,1.24002,1.24022,1.23966,1.23966,2025-01-03 10:25:00,35.999999999991594,SL/TP
7,GBPUSD,BUY,2025-01-03 11:10:00,1.24055,1.24035,1.24091,1.24035,2025-01-03 11:15:00,-19.999999999997797,SL/TP
8,GBPUSD,SELL,2025-01-03 12:50:00,1.23925,1.23945,1.23889,1.23945,2025-01-03 13:00:00,-19.999999999997797,SL/TP
9,GBPUSD,BUY,2025-01-03 13:45:00,1.24119,1.24099,1.24155,1.24099,2025-01-03 13:55:00,-19.999999999997797,SL/TP
10,GBPUSD,SELL,2025-01-03 16:05:00,1.23946,1.23966,1.2391,1.23966,2025-01-03 16:10:00,-19.999999999997797,SL/TP
11,GBPUSD,BUY,2025-01-03 18:35:00,1.24128,1.24108,1.24164,1.24108,2025-01-03 18:40:00,-19.999999999997797,SL/TP
12,GBPUSD,SELL,2025-01-03 23:50:00,1.24219,1.24239,1.24183,1.24183,2025-01-03 23:55:00,35.999999999991594,SL/TP
13,GBPUSD,BUY,2025-01-06 01:55:00,1.24243,1.24223,1.24279,1.24223,2025-01-06 02:00:00,-19.999999999997797,SL/TP
14,GBPUSD,SELL,2025-01-06 06:20:00,1.24352,1.24372,1.24316,1.24372,2025-01-06 06:25:00,-19.999999999997797,SL/TP
