id,symbol,type,entry_time,entry_price,sl,tp,exit_price,exit_time,pnl_pips,comment
1,EURUSD,BUY,2025-01-02 03:45:00,1.03586,1.03571,1.03616,1.03616,2025-01-02 04:20:00,29.999999999996692,SL/TP
2,EURUSD,SELL,2025-01-02 07:15:00,1.03661,1.03676,1.03631,1.03631,2025-01-02 07:30:00,29.999999999996692,SL/TP
3,EURUSD,BUY,2025-01-02 09:30:00,1.03684,1.03669,1.03714,1.03669,2025-01-02 09:35:00,-15.000000000009448,SL/TP
4,EURUSD,SELL,2025-01-02 10:30:00,1.03552,1.03567,1.03522,1.03567,2025-01-02 10:35:00,-15.000000000009448,SL/TP
5,EURUSD,BUY,2025-01-02 20:30:00,1.0259,1.02575,1.0262,1.02575,2025-01-02 20:35:00,-15.000000000009448,SL/TP
6,EURUSD,SELL,2025-01-02 21:20:00,1.02533,1.02548,1.02503,1.02548,2025-01-02 21:25:00,-14.999999999987244,SL/TP
7,EURUSD,BUY,2025-01-02 22:55:00,1.02613,1.02598,1.02643,1.02643,2025-01-02 23:05:00,29.999999999996692,SL/TP
8,EURUSD,SELL,2025-01-03 01:00:00,1.02663,1.02678,1.02633,1.02663,2025-01-03 01:05:00,0.0,Opposite Signal
9,EURUSD,SELL,2025-01-03 06:25:00,1.02688,1.02703,1.02658,1.02658,2025-01-03 07:15:00,29.999999999996692,SL/TP
10,EURUSD,BUY,2025-01-03 08:05:00,1.02734,1.02719,1.02764,1.02764,2025-01-03 08:50:00,30.000000000018897,SL/TP
11,EURUSD,SELL,2025-01-03 12:50:00,1.02819,1.02834,1.02789,1.02834,2025-01-03 12:55:00,-15.000000000009448,SL/TP
12,EURUSD,BUY,2025-01-03 13:45:00,1.03026,1.03011,1.03056,1.03011,2025-01-03 13:50:00,-14.999999999987244,SL/TP
13,EURUSD,SELL,2025-01-03 15:55:00,1.02931,1.02946,1.02901,1.02901,2025-01-03 16:00:00,29.999999999996692,SL/TP
14,EURUSD,BUY,2025-01-03 18:50:00,1.02852,1.02837,1.02882,1.02882,2025-01-03 18:55:00,29.999999999996692,SL/TP
15,EURUSD,SELL,2025-01-06 00:50:00,1.03023,1.03038,1.02993,1.02993,2025-01-06 00:55:00,29.999999999996692,SL/TP
16,EURUSD,BUY,2025-01-06 03:40:00,1.03087,1.03072,1.03117,1.03117,2025-01-06 03:55:00,29.999999999996692,SL/TP
17,EURUSD,SELL,2025-01-06 07:10:00,1.03142,1.03157,1.03112,1.03157,2025-01-06 07:20:00,-15.000000000009448,SL/TP
